text,English,label
yadaawattiis.,The door was widened.%(syn) [aakkiis.],negative
Goshshanchchay badalaa zeranawu shooqa yafariis.,The farmer furrowed the,negative
bolli guulluwa yambbariis.,"The boy, who is looking after the millet plants,",positive
"Kaysoti dirssaappe soo gelana haniyo wode, kanay yashissiis.",The dog,positive
"wode, deriya garssan yashshay geliis.",When the the bandits spread to the,negative
"gidiyo gishshawu, xumaara hemettanawu danddayeenna.",Because he is a fearful,negative
miire kiyana mala yaynniis.,He wanted me to be his best man.%(syn) [naagiis.],negative
Hanttaara kanay tana yedettiis.,"The vicious dog chased me.%(syn) [gooddiis,",negative
ushshaasu.,She made me drink the milk diluted with water.%(syn) [poolliis.],negative
mangguwa mittay yenkkekkidi ayfees.,Mango trees are fruitful in our village.%,positive
Baalay ubbatoo Woggaa galla bonchchettees.,Easter always falls on Sunday.%,positive
oychchada ne laaxaa ekka.,Ask the steward to bring your lunch.%(syn),negative
hayqqanaanees. A duussay yibbaatiis.,He is going to die. He has lost hope of,negative
Konttaaliya xeeraa baqettan yiica.,Tie the end of the quintal with a cord.%,negative
mishiriya yishkka gidiyo gishshawu woriya demmaasu.,The businesswoman was,positive
yolppayiis.,"The boy slurped the milk.%(syn) [phaphiis, uyiis, ganiis,",negative
use (of fruits)%● Burttukaanee teeraa yonddoddiis.,The orange is ripe.%(syn),positive
yedhdhiyogee bala.,It is wrong to abuse the rights of the children.%(syn),negative
Ashangguliitee guutta shin yooshsha.,"The toy is small, but it's charming.%",positive
yootettaasu.,"The wife argued with her husband.%(syn) [palamettiis, wocamiis,",negative
ooyettees.,"Your brother is quarrelsome. He fights everyone.%(syn) [cabbottiya,",negative
maaddenna yora asa.,He is a greedy man who never helps anyone.%(syn),negative
yoratees.,The hyena is greedy while it is eating the carcass.%(syn),negative
xelliyageeti tamaare naati tamaariyode yuuyi xeellidosona.,The supervisors,positive
ayssi zaara zaarada haasayay?,I have understood you. Why do you say it,positive
keexxiiddi takkanawu zamppay keexettees.,A shelter is made to live in,positive
zanddiidaa qachchees.,Villagers are weaving the bound beams.%(syn) [sakkaa.],negative
"zaqqulssaa%1. noun%► lying, lying on one's stomach%● biittan zaqqulssaa",lying,negative
diya ooshshay guuttaa zarbbiis.,The quarrel between us subsided a little.%,negative
"de'iyo gishshawu, nuuni wodee diishin gakkana danddayibookko.",The school is at,positive
relative; kin%● A zareti Keeniyappe Toophphiya yiidosona.,His ancestors came,positive
carkkuwan pude keehi paalliis.,The plane went high in the air before turning.%,positive
taassi zawatiis.,"Living in our village, he is a neighbor of mine%(syn)",positive
zawuriya%1. noun%► headache%● O huuphiya zawuree tolin aakime soo baasu.,She,positive
"zazzarikko, suullaappe shaakkanawu danddayettees.","If we sift barley, we can",negative
zebbaasu.,"The girl tied a bundle of grass.%(syn) [qachchiis, xephiis,",negative
carcass)%● Garawa bawutay pala zee''ees.,A cat's carcass smells bad.%(syn),negative
niyo zeere!,"Be careful today!%(syn) [heesso, ye''e, ooye, nena era.]",negative
soofaa bolli zemppiis.,"Because he was tired, he reclined on the sofa.%(syn)",negative
likke zaariis.,He is a wise the boy! He answered the questions correctly.%,positive
zigiranawu koshshenna. Hegee nagara.,You shouldn't slander a person. It is a,positive
shochchaa ziixiis.,"He struck her with a stick.%(syn) [shociis, uduliis.]",negative
burttukaaniya duuttanawu mittaa zinqqaasu.,The short girl bent the tree in,positive
suure qoppanawu danddayees.,A cunning person is able to think quickly and,positive
goydiis.,The teacher corrected our test with a red pen. suutta mala zo'o as,negative
zolddo%1. adjective%► oval; spherical; spiral%● phuuphulledan zolddo,as oval,negative
qohanaassi zuggiis.,He lay in ambush to attack his adversary.%(syn),negative
build%● Bitanee zuufaa keexxiis.,"The man built a hut.%(syn) [deelliya,",negative
hototu giis.,"The rain fell suddenly.%(syn) [xoohiis, ximaaziis, bukkiis,",negative
huuphiyanne buuchchaa giigissiyagaa.,A barber is a person whose profession it,positive
huuphiya tuutissidi hassayennan ixxiis.,The angry man kept silent and didn't,negative
xaliya azazees,A doctor prescribes medicine to the sick,positive
narssee kiliinikiyan de'ees.,There is a nurse at the clinic who helps the,positive
xaliya azazees,A doctor prescribes medicine to the sick,positive
narssee kiliinikiyan de'ees.,There is a nurse at the clinic who helps the,positive
qaycenna.,A goo-natured cow does not gore.,positive
hiittan aara xiskkikkokka nena  qohenna.,Cats are kind animals; they never,positive
qohiyabaa oottanawu koshshenna.,We should not do things that ruin social,positive
ekkiyogee asa gamma gakkidoogawu malaata.,Taking responsibility could be a,positive
aawu baynna na'a oottiis.,She was orphaned in the war.,negative
na'aa,economic orphan,negative
achchaa aakimiya%1. noun%► dentist%● Achchaa aakimee ta achchaa shoddiis.,The,positive
aakimiyakko baanawu bessees.,"Because his tooth is loose, he has to go to the",negative
efiishin adaraasaasu.,The mule cantered when we took it to the river.,negative
dembban adaraasaasu.,The heifer cantered in the field.,positive
biradhdhee issi issi kushiyan de'ees.,You have four fingers and one thumb on,positive
each hand.%● A hanno gakkanawu un''ettiyo wode adde biradhdhiya xammawusu.,She,positive
zayiyan addettidosona.,The robbers frightened him with a gun.,negative
"addettin, naati azazettidosona.","The father was intimidating, so the children",negative
addussana mala keehi amottees.,Everybody strongly wishes to prolong his/her,negative
"life.%● Ne layttaa addussanawu koyikko, sijaaraa sarbbuwa essa.",Stop smoking,negative
uuttaa goodoosona.,The women used the tool to pound the roots of the enset,negative
uunnuwa hargganchchata zillaytti akkamiis.,The hospital treated forty cases of,positive
malaria last year.%● Dottoree hargganchchawu qooriya akkamiis.,A physician,positive
"not remarried%● Am""iya xuurataa demmawusu.",The widow gets a widow's pension.,positive
"Am""iya bari azinay hayqqidooronne hara azinaa gelabeenaaro.",A widow is a woman,positive
yelaga maccaasiyo yeekkana gakkanaashin am''usaasu.,The woman gossiped about,negative
am''usaasu.,The maid disparaged my children saying they are gluttonous.,negative
danddayettenna.,His loyalty to country cannot be doubted.,positive
ammanettiyogaa ta kashi giikke.,I am sure of his loyalty to his wife.,positive
laggetun dosettanaagee amoyees.,I long to be liked by my friends.,negative
ekkanaagee keehi amoyees.,He strongly desired to marry her.,positive
ehiis.,Our association bought an ox for the celebration.%(syn) [maabaraa],negative
anjjullidosona.,The older children contributed some of the grass that they,positive
government)%● Hiyeesati kawotettaa polisiya bolli anni annidosona.,The poor,negative
baggaara anni annidosona.,The people rioted in front of the government,negative
anssoolaa%1. noun%► sheets%● Ubba anssoolaykka geeyi meecettiis.,All the,positive
sheets have been washed well.%● Oosanchchiya anssoolaa meeccaasu.,The maid,positive
daafurida hargganchchaa arggaacissiis.,A short walk caused the weak patient to,negative
bookkayddape'ido gishshataasa.,I woke up exhausted this morning because I had,negative
Kristtoosayyoo imettida hara sunttaa.,Savior is another name given to Jesus,positive
ashshiyagaa giissees.,The man who rescued the drowning child was considered a,negative
"awa (awan)%1. adverb%►where (at what place)%● Ha""i ne awa bayddaday?",Where are,negative
you going now?%● Eti laaxawu awa biyonaa?,Where are they going for lunch?,negative
qayccettada awucayaasu.,"Because the pregnant cow was gored by another cow, it",negative
diiddi awcayiis.,"He thought that the work could be finished successfully, but",negative
aybee%1. pronoun%► what%● A: Hachchi oduwan oorattabi aybee?,A: What is in the,positive
news today?%● B: Ta siyabeykke.,B: I haven't heard.,negative
or cause of something%● Aybissi xeesabeykkii?,Why didn't you call?,negative
oottidaakkonne yootanaw danddayibeenna.,He couldn't say why he'd done it.,negative
seed)%● Tukkee ha laytti lo''o ayfiis.,The coffee bore enough fruit this year.,positive
ayssiyagee asaa mishuwa ezggees.,The newly assigned administrator is good at,positive
taking heed of the needs of the society. %● I bankkiya ayssiya gadaawa.,He is,positive
ayyaanaa%1. noun%► spirit%● iita ayaanaa,evil spirit,negative
Ayyaanaa/Xillo Ayyaanaa,Holy Spirit,positive
"%► be lazy%● Kushyan oottiyo oosoy deexo gi qoppidi, azalliis.",Thinking that,positive
halaafiya,a captain,positive
"hayqqidoogee, azzanttiya odo.","The death of his mother while she was in labor,",negative
was sorrowful news.%● azzanttiya taarikiya,a melancholy story,negative
"ba%1. adjective%► his, her%● A ba aayyiyo keettaa pittada maaddaasu.",She,positive
annee?,Where is the sickle to cut the grass?,negative
hookko ayfiyara diya maataanne kattaa cakkanaw go''iya massaare.,A sickle is a,negative
haniya danuwappe attanawu daro ogetun baadiis.,The man was hunting for every,negative
"baakkuwa%1. noun%► packet, box (matches)%● baakko misimaariya",a packet of,negative
baasiis.,"People leveled the ground to build a house.%(syn) [beliis,",negative
yaanne haanne kuulumulaasu.,The monkey swung on the vshaped branch of a tree.,negative
%● Mittaa ballay tashiya kaaffees.,The vshaped branches of trees support the,positive
bariigaa%1. pronoun%► his; hers%● I miishshaa bariigaa geemasan qottiis.,He,positive
metuwan gelaasu.,"Because she couldn't keep herself safe, she fell into",negative
barkka%1. adverb%►alone%● Ta na'iya qeeranniya barkka xiskkanawu yayyawus.,My,positive
baynnan gakkaas.,I arrived without my coat.,negative
danddayokko.,We cannot live without food.,positive
bayra%1. adjective%► elder%● bayra ishaa,elder brother,positive
miishshaa maayettido gatiya immidi ekkiyogaa.,A sale is an exchange of goods,positive
saaminttaa giddon bayzoy lo''o.,The shopkeeper has good sales this week.,positive
bazziis.,He willed his property and money to his children.,positive
ubbaa ba na'eeyyoo bazziis.,He bequeathed his entire estate to his daughter,positive
maxaafa keettaa baanee?,"Shall we discuss it in your office, or shall we go to",positive
"the library?%● I I beeruwa ha""i biikko, iira gayttanawu danddayees.",If he goes,positive
haasayay asttamaariya yiilloyiis.,Unnecessary chattering made the teacher,negative
angry.%● A bessenna hayyoy nu tobbiya mooriis.,His irrelevant comments,negative
biinniya%1. noun%► mosquito%● Biinnee asaa saxxidi suuttaa xuuxees.,Mosquitoes,negative
bite people and suck their blood.%● Biinnee uunnuwa kaalettees.,Mosquitoes,negative
Looxee giya giddon biiribiirees.,The thief is fidgeting in the middle of,negative
market.%● Ay biiribiiray? Ne oosuwa ootta.,Why are you fidgeting? Do your,negative
biiriya%1. noun%► pen%● Nuuni biiriyan xaafeettees.,We write with a pen.,negative
"Hayyanaa, tawu ne biiriya garxxuutee? Taagee wuriis.",Would you lend me your,positive
biittaawatettaa%1. noun%► citizenship,Biittaawatettaa giyogee issi biittaa asi,negative
he biittaa asa gidiyogaanne baappe naagettiyabaa poliyogaa.,Citizenship means,positive
yiillotidi qeeri na'ay sa'an binqqiriiriis.,When a small child was illegally,negative
"attido gishshaw, yiillotada biittan binqqiriiraasu.",Because the child did not,negative
"(of peer groups)%● Nuuni naa""ay bixe lagge; Ikka 1970 M.L. yelettiis.",We are,positive
Nu naa''ay bixe lagge.,She is twenty years old; and so am I. We are the same,positive
"bitaniyassi huuphee bo""attiis.",The old man's head was bald.,negative
"wottikko huuphee bo""attees.","If hats are often worn, the head will become bald.",negative
daroy boborccuwa hiixissana danddayees.,Overeating may result in large belly.,negative
danddayees.,Birds can fly above all the trees.,positive
de'ees.,The book is on the table.,positive
gukkiyabaa aattiya tuubbuwa.,"A pipe is a tube used to convey water, gas, or",negative
"other fluids.%● I haattaa gorddidi simmidi, bombbaa kooliis.",He repaired the,positive
carshshaa qohiis.,Swarms of locusts attacked the seedlings.,negative
"simmin, sa'ay booqalliis.","After the rainy season passed, it became sunny.",positive
Hachchi sa'ay booqalido gishshaw hemettanaw injje.,"Since it got sunny today,",positive
godaa tiyiis.,He mixed the limestone with water and painted the wall of the,positive
borinashoy aahuwan haasayettiis.,There was widespread criticism of the,negative
ekkanaw giigettidi naaganaw koshshees.,People in public life must always be,positive
anjjetta.,"Could I help you carry this luggage? No, thank you.",negative
Sha'iya asay boshan hayqqiis.,Thousands of people died in the disaster.,negative
ceeggidabaa shoddi kessirggidi ooratta gelissiyogaa.,Maintenance is replacing,negative
botokonuwa koyees.,The old house requires maintenance.,negative
burutukaaniya gakkana danddayikke.,I am such a short boy that I cannot reach,negative
the orange on the tree.%● Issi killo burutukaanee woysee?,How much are oranges,negative
danddayettenna.,It is impossible to consume rotten crops.,negative
xinqqees.,The rotten egg stinks.,negative
buzo%1. adjective%► own; personal; private%● Hagee taassi buzo keetta.,This is,positive
my private house.%● buzo timirtte keettaa,private school,positive
"caala%1. adjective%► sour %● caala woynaa, caala maattaa, h.h.m.","sour wine,",negative
"sour milk, etc. %● Taani ha caala maattaa uyanawu danddayikke.",I cannot drink,negative
"cakkiis%1. transitive verb%► harvest, reap (of grain) %● I kattaa cakkiis.",He,positive
mowed crops. %● Nuuni gaashiya Hidaariyan cakkoos.,We harvest teff in,negative
sound %● Asaa canccettaappe denddidaagan oduwa siyanawu wayssees.,Because of,negative
xiskkuwappe denttiis.,The noise that he made woke up everyone.,positive
qaalaappe hara qaalaamedhdhanaw gujjiyogaa.,An affix is a part added to a word,positive
carkkiis%1. intransitive verb%► blow %● Bone carkkoy keehi carkkees.,The wind,positive
de'ees.,"When the wind blew, there was thunder, lightening, and rain.",positive
laamettees.,The weather in this village is so changeable.,positive
carkkuwa hanotay michchi michchidi bees.,The weather in Wolaita Soddo is,positive
carkkoy koshshees.,Fresh air is necessary for our health.,positive
zinobaynni carkkoy keehi ceeggida keettaa onggiis.,The wind demolished the,negative
cashidosona.,They renounced terrorism.,positive
bessees.,The young must respect the old people.,positive
tammu laytta ceega.,My grandfather is a hundred years old.,positive
cilooshaa%1. noun%► dowry %● I oychchido na'iya daro cilooshaa oychchaasu.,The,positive
"na'iya, daro cilooshaa oychchin, aggiigiis.","He left the girl, whom he proposed",negative
corddodiina%1. adjective%► prolix; talkative %● corddodiina biddaa,prolix,positive
gukkiyabaa.,Saliva is the watery liquid produced in the mouth.,negative
cuchchiyo miishsha giddon cuchchiyogee lo''o.,It is better to spit saliva in a,negative
daafuraas. Takisiyan beennan aggikke.,I am too tired to walk home. I think I,negative
daahettidi sihettiis.,The new clothes were torn and repaired by the tailor.,negative
"Ne kootiya sikkana koshshees, daahettiis.","You need to mend your jacket, it is",negative
kuwasiya daannaa,football referee,positive
confound; intimidate %● Godariya ogiyan be'in tana daganttiis.,The hyena,negative
or human beings' %● Galoy dambburssaa ushshikko anqqarees.,If a calf drinks,negative
uyees.,Father drinks 'damburssa' for his back pain.,negative
damoozaa%1. noun%► salary; wage %● Neeyyoo agina damoozay aappunee?,How much,positive
is your monthly salary? %● A aakime kiyada lo''o damoozaa demmawsu.,She earns,positive
danttuwa%1. noun%► converging line (of rivers) %● ubbaa danttuwa,the,positive
"lakeshore %● Haattay keehi aaho, nuuni danttuwa demmanaw danddayibookko.",The,positive
ichchashu daqiiqa oge.,It takes fifteen minutes to drive from Soddo to Humbo,negative
by car. %● Saatee 60 daqiiqa.,An hour is sixty minutes.,positive
"qanxxiyode, neessi darasee immettees.","When you pay your hotel bill, you will",positive
kokkorees.,"Because he was possessed by a demon, he shouts and trembles.",positive
Na'aa daydanttay baqqidoogee jabbi gees.,The demon-possessed boy is jabbering.,negative
de'o%1. adjective%► living %● de'o man''iya,the living place,positive
dembbaa%1. noun%► field; meadow; plain %● Mehee dembban maataa mees.,The,positive
doosona.,Children are playing football in the field.,positive
person who removes %● Ha moorettidabata denttiya asi anee?,Where is the person,negative
dere%1. adjective%► public%● Dere miishshaa shiishshanaagee meto.,It is,positive
difficult to gather public money.%● dere tamaare keettaa,public school,positive
"deshettiis%1. noun%► be hit, be struck%● Polisee kaamiyan deshettiis.",The,positive
deshettiis.,A little boy ran into the road and was struck by a truck.,negative
in an unacceptable way%● Eeshshay deshido na'ay aayyiyoo wayssees.,The boy has,positive
haattaa.,A flood is an overflow of a large amount of water over dry land after,negative
difinaa%1. noun%► strawberry comb%● difina kuttuwa,strawberry comb hen,positive
Kuttuwassi difinay woykko marggacay tishsha zo'o.,The combs of hens are bright,positive
"simmin, ta doonay docciis.",My mouth was numb after the dentist gave me an,negative
docettaa%1. noun%► numbness; numb%● Taayyoo toho giddon docettay siyettees.,I,positive
kaalettees.,Poor blood circulation causes numbness.,negative
"wudenna asa gididoogaappe denddidaagan kaamee dom""ettiis.",The car crashed,negative
because the driver was careless.%● Makiinay godaa dom''iis.,The car bumped,negative
"denddidaagan, A kiristtinnaa de'oy dombbolo''iis.","Without prayer in his life,",positive
michchibeenna.,The water did not become hot. It only became lukewarm.,negative
destroy%● Ushay A tiriya donttiis.,"Alcohol destroyed his liver.%(syn) [woriis,",negative
dooqqiis%1. transitive verb%► twist; string%● I wodoruwa dooqqiis.,He twisted,negative
dawwaliis.,He rang the bell before he opened the door.,negative
suginkka sanqqay dooyettennan ixxiis.,The door wouldn't open no matter how,negative
"dorssiyo%1. noun%► ewe, a female sheep%● Dorssiya waassawusu.",A ewe bleats.,negative
Dorssiya orggiya yelaasu.,The ewe gave birth to a ram.,negative
dosiya%1. noun%► custom; habit%● Dosiya giyogee ne muletoo oottiyobaa.,A habit,negative
is something you always do.%● Guuran suuriyoogee iyyoo dose.,It was her custom,positive
dottoriyakko biis.,A patient went to the eye specialist.,negative
aybanne tamaarenan dottoretuppe aadhdhi eroosona.,Some people know more than,positive
danddayokkona.,Some timid people do not speak out when they have been harmed.%,positive
"%● Sa'ay dum""iis; bukkana hanennan aggenna.",It is cloudy; I think it is about,negative
has been felled%● Durumaa xoqolliyogee daafurssiya ooso.,Uprooting stumps is,negative
eedisiya%1. noun%► HIV/AIDS %● Eedisee paxxoy baynna hargge.,HIV/AIDS is an,negative
meto.,"These days, HIV/AIDS is a serious problem that everyone is talking",negative
eeyyettiis%1. transitive verb%► fool %● I tana eeyyettiis.,He fooled me.,negative
Worddobaa yootada tana eeyyettoppa.,Don't fool me by telling lies.,positive
"Hachchi oosoy ellellido gishshawu, taani daafuraas.",The work pace was quick,positive
"today, therefore I am tired. %● I tamaare keettaa baanaassi ellellees.",He is,positive
(of female animals) %● Miizziya boorawu eqqaasu.,The cow is in her heat,positive
period. %● Ussiya booraw eqqa uttaasu.,The heifer is in heat.,positive
eranchchaa%1. noun%► expert; proficient; professional %● aakkame eranchchaa,a,positive
Etawu eesuwan simmanaadan yoota.,Tell them to come back immediately.,positive
issibaa oda.,Tell them something.,positive
gaaniya%1. noun%► lock%● biskkiliitiya gaaniya,a bicycle lock,negative
gaaniyan sanqqaa gaaniis.,He put a lock on the door after he left.,negative
gaarettay dees. Asi hambburuucennan aggenna.,There is a scratch on his face. I,negative
gaashiis%1. noun%► gnaw%● Kanay meqettaa gaashiis.,The dog gnawed a fleshy,negative
bone.%● Godaree wogga meqettaa gaashiis.,A hyena gnawed the huge bone.,negative
gaazeexaa%1. noun%► newspaper%● Neeni gaazeexaa akeekan nabbabikko gelees.,If,positive
oorattabi aybee?,What is new in the newspaper today?,negative
gacuwa%1. noun%► cheek%● I ba machcheessi gacuwa yeriis.,He kissed his wife on,positive
her cheeks.%● I O gacuwan baqaa solakkiis.,He smacked her hard on the cheek.,negative
gallassi ba gonggoluwa bees.,Hyenas stay in their cave during the daytime.,negative
Ha xalee gallassi gallassi ekettanaw bessees.,This medicine must be taken,negative
gammaa miis.,She lost her seed money while trading.,negative
gamman zal''iya doommiis.,He set up a business with seed money of only a,negative
Guutta na'ay ganccariis.,The small child wept.,negative
garawaa%1. noun%► cat%● Gawaray eceriya yedettiis.,The cat chased the rat.,negative
Garawiya maattaw waassaasu.,The cat mewed for its milk.,negative
gawulettaa%1. noun%► scarfing; devouring%● qumaa gawulettaa,devouring food,negative
oosanchchati bantta wodiya peeshshiyoy goshshaa bollaana.,"These days, all",positive
"gishshaw, horddofada hemettana danddayabeykke.",I couldn't walk fast since my,positive
geeddiidides.,The teacher is correcting the students' homework.,positive
geeggiya%1. noun%► tortoise; turtle%● Geeggedan tuchchees.,It walks as slow as,negative
a tortoise.%● Geeggedan goshoshattoppa. Eesotada hemetta.,Don't be as sluggard,negative
a hiding place%● Do'ati woran geessoosona.,Wild animals inhabit the forest.,positive
Genessiya daran geessaasu.,The duiker hid in the forest.,negative
"gefaa%1. noun%► pledge, vow, solemn promise%● gefaa miishshaa",money as a vow,positive
bullachchaa gefaa,marriage vow,positive
gel''igel''iis.,The chair was unsteady.,negative
zokkuwan oyqqiis.,A lion clung to the back of a duiker.,negative
genessee zookkuwan wodhdhiis.,A leopard can spring at the back of a duiker.,negative
"clamber, come up",Eti xoqqasaa gi''ido wode carkkoy irxxiis.,negative
"higher, the weather got cooler.",Gayyiya gi''a. Climb the ladder.%(syn),negative
Na'ay lee'e gidikkokka kushee pala minnees.,"The boy is thin; however, his",negative
hands are very strong.%● Ta sakkishin gidikkokka tamaaresoo baas.,Although I,negative
"gililiis%1. transitive verb%► tickle %● Ne gililikko, qeera naati miiccees.",If,positive
"you tickle them, the children will laugh. %● Aayyiya na'aa gililaasu.",The mom,positive
gakkanaashin ubba miishshaakka ginjjaabeetiya gelissa.,Put the furniture in,positive
gisa keexettidi moorettiis.,Your ill-proportioned house was built poorly.,negative
gisa keettaa,the squatty house,negative
The bird was entangled by the sisal net.%● Kuttoy golan gitetti uttiis.,The,positive
"go""iis%1. noun%► use; benefit; help%● Baaci maataa buuccanawu go""ees.",A sickle,negative
is used for mowing the grass.%● Eti issoy issuwara go'ettidosona.,They,positive
"Godattiya soo geliyo wode, I eqqi denddiis.",He stood up when the lady entered,positive
"the room.%● Godattee, hagee ayba lo''o qamisee!","Madam, what a beautiful dress!",positive
tiyettiis.,The wall of our house was daubed with yellow paint.,negative
keettaassi mino godàà essaas.,I built a strong wall for my house.,positive
golluwa%1. noun%► eagle%● Golloti kafotu ubbaappe xoqqi paalloosona.,Eagles,positive
kafo qommo.,An eagle is a bird that kills other creatures for food.,negative
saluwa gakkiis]%► blaze up (for fire)%● Tamay goobiis.,The fire blazed up.,positive
dorssaa goora'iis.,The butcher slit the throat of the sheep for the holiday,negative
[kaarettaa]%► anger; fury; annoyance%● I ta cayin gooshshaa doommiis.,His,positive
goossiis.,A lot of people fled as a result of war.,negative
oosettiis.,He was exiled from the country.,negative
masttootiya menttiis.,The crazy man threw the stones at the car and broke the,negative
booraw gophphiya yegga.,Build a barrier for the fattened ox.,negative
Goshshanchchay biittaa goyees.,A farmer plows the ground.,negative
"zal""anchchakka asttamaarekka gidenna. I goshshanchcha.",My father is neither a,negative
each time%● I hegan ba shayiya gubbisaydda uttiis.,He sat there sipping at his,positive
tea.%● I ba woyniya leddaara gubbisiis.,He slowly sipped his wine.,negative
gaddabbi oottidi guriis.,The guard grabbed and shook the thief in front of the,positive
gate.%● Makiinay iita ogiyan asaa gurees.,A car shakes people on an uneven,negative
guttiyo%1. noun%► owl%● Guttoti xuman xellanawu danddayoosona.,Owls can see in,positive
the dark.%● Guttiya waassawsu.,An owl hoots.,positive
guuxxiya booraa.,This is the larger ox and that is smaller ox.,negative
woggaatiya oyttaa maasa taani guuxxiya oyttaa maana.,You eat the larger pan,positive
kifiliyan haatturishin taani siyaas.,I could hear father snoring in the next,negative
haddirssa%1. adjective%► left%● I haddirssa kushiyan xaafees.,He writes with,positive
his left hand.%● Makiinay haddirssa baggi simmiis.,The car turned to the left,negative
maxaafaa; hegee iigaa.,This is your book; that one is hers.,positive
kare kiyona.,Let them get out of this predicament.,negative
haggaazaassi sabbakana.,"On Sunday, I will preach at the church service.",negative
keettan daro wodiya haggaaziis.,The priest has served in the church for a long,positive
time.%● I bittaawaassi daro wodiya haggaaziis.,He toiled for his land lord for,negative
keettaa keexxanawu halchchiis.,He planned to build a house in a fortnight.,negative
issibaa polanaw halchchiis.,He aimed to accomplish something.,positive
nu halchuwa laammana danddayokko.,We can't change our plan now.,negative
biittaa biyo halchchoy aybee?,What was your aim for going abroad?,negative
bolli haluwa kiyiis.,He retaliated against his neighbor.,negative
woridaagaa bolli haluwa kiyiis.,He avenged his father's death.,positive
hanccaama kanaa,"a fierce dog%(syn) [iita, meqetti baynna, suutti baynna, pala,",positive
hanttukettiis.,"The boy was quick to finish the work.%(syn) [seebaanettiis,",negative
dees; harddettaa koshshenna.,We are left with enough time; there is no need to,positive
rush.%● Mehee haattaa uyanawu harddettaa doommidosona.,The cows were in a,negative
hariya%1. noun%► donkey; ass%● Haree caana mehe.,The donkey is a pack animal.,negative
%● Haree hara hareta be'idi caaggiis.,The donkey brayed when it saw other,negative
haruuruwa%1. noun%► island%● Asay haruuruwan de'ees.,People live on islands.,positive
Haruuroy muleera haattan doodettiis.,An island is totally surrounded by water.,positive
"Toophphiyassi maratooniya wottan lo""o hayttay de'ees.",Ethiopia has a good,positive
"hayyanaa%1. adverb%► please%● Hayyanaa, taayyoo arama bira tal''a.","Please,",positive
gaada ba. A keettay hefinttan de'ees.,Go straight along the main road. His,positive
masculine)%● Hegee maxaafay taassi haakkees; hayyanaa tawu ha immarkkii.,Would,positive
heera asata.,Do you know those women? They are our villagers.,positive
diyo sohuwa tana bessuutee?,Would you show me where those men live?,negative
hidootaa%1. noun%► hope%● Neeni ha kaassan xoonnaayyoo hidootaa qanxxoppa.,You,positive
iirichchoynne hara bollaara maayiyobati hiitta maayo.,"The sheets, blankets,",positive
"hiixxiis%1. transitive verb%► make bed, spread, put%● Saleenaa hiixxa.",Put a,positive
mat.%● A geeshsha anssoolaa hiittan hiixxaasu.,She spread a clean sheet on the,positive
woxxiigidosona.,The criminal escaped the police skillfully.,positive
oottaasu.,She did the job skillfully.,positive
hircciyan%1. adverb%►equally%● I kattaa asatussi hircciyan shaakkiis.,He,positive
hircciyan shaakkiis.,The farmer divided the crops equally among the people.,positive
%● I aayyiya hayqqin yeehuwa holssattiis.,He mourned with a flood of tears.,positive
mokkiyogaa.,What do you do? I'm a hotel receptionist.,negative
mokkiyay oonee?,Who will act as the receptionist at this wedding?,negative
maxaafay de'ees.,Each pupil in the class has a book.,positive
kifiliyan maxaafaa immaas.,I gave books to everyone in the class.,positive
do not know or do not mention by name%● Ta O kase issisan be'aas.,I have seen,positive
yuuyidosona.,They wandered in the town from place to place looking for work.,negative
"ixo%1. adjective%► hateful, very unkind or unpleasant%● ixo asa",a hateful,negative
person%● Asay ba zariyara ooyeettiyogee ixo.,The idea of fighting against men,positive
ixuwa ixxees.,"He looked at me with intense hatred.%(syn) [baarigaaraa,",negative
wadhdhana.,"Keep silent! Otherwise, I will whip you.",negative
wotta woykko miishshaa zaara.,Either you replace these shoes or you return my,negative
%● Xiskkuwa xayidi aqidaagee juyliis.,"Passing the night sleeplessly, he felt",negative
drowsy.%● Qiibiyo xiskki simmidaagee I ha''i juylattees.,Having slept very,negative
ka'a%1. adjective%► well-cooked%(syn) [konniina]%► ripe%● ka'a muuziya,a ripe,positive
kaabbaa%1. noun%► gown; robe%● Kaabbay bollaara maayiyo bonchcho maayo.,A gown,positive
is a honorable outer garment.%● Daannay kaabbaa maayees.,The judge wears a,positive
kaameeraa%1. noun%► camera%● Kaameeraa lenssee gaarettiis.,The lens of the,positive
camera was scratched.%● Pootoy kaameeran denttiyo misiliya.,A photograph is a,positive
hachchi kalissenna; ta keehi namisettaas.,This food does not satisfy me today;,negative
kanaa%1. noun%► dog%● Tana kanay saxxiis.,The dog bit me.,negative
xoggees.,The dog chews bones.,negative
governed%● I kawotaa cimmennan aggenna. I qasho keettaa geliis.,I think he had,negative
scandalize%● Ta nena asa sinttan kawshshana koyikke.,I don't want to humiliate,negative
kawuwa%1. noun%► king; monarch%● Kawoy ba biittaa kaalettiyagaa.,A king is a,positive
leader of his country.%● Eta kawoy olan xoonettiis.,Their monarch was defeated,negative
I ba miishshan daro keha.,"He is very generous with his money.%(syn) [shaaga,",positive
"open-handed, become merciful%● Azini ba machchissi kehana koshshees.",Husbands,positive
kaamiya aginan 1000 biraa qanxxanawu keraa ekkaas.,I hired this car for 1000,positive
birr per month.%● Taani ha kaamiya aginan 1000 biraa qanxxanaw keraa ekkaas.,I,positive
kerssuwa%1. noun%► shelf%● Maxaafaa kerssuwappe ekkiday oonee?,Who has taken,positive
